Id,Label,Description,Section,Cardinality,Terms,Datatype,Pattern,Unit,Enumeration,MissingValueCodes,Notes,Provenance,SeeAlso
nih_red_eyes,Red or painful eyes,"The `nih_red_eyes` variable records responses to the prompt, or a congruently meaning prompt, ""Red or painful eyes"".  Equivalent prompts are: 

- ""Red or painful eyes"" (RADx-Tech)
- ""Red or painful eyes"" (RADx-DHT)

The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_red_eyes` data element is the result of the harmonization of other RADx program data elements: `red_eyes` (RADx-Tech); `dht_red_eyes` (RADx-DHT)

Note that the meaning of the value `97` is context specific and depends on the subset of permissible value used by a specific study (not all studies presented the full set of permissible values documented here for this data element). Therefore, the meaning of the value `97` in an individual data record MUST be determined by referring to the original data dictionary for the non-harmonized data in that study.
",Symptoms,single,"SYMP:0000446
SYMP:0000828",integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_high_temp,A temperature greater than 100.4 °F,"The `nih_high_temp` variable records responses to the prompt, or a congruently meaning prompt, ""A temperature greater than 100.4 ¬∞F"".  Equivalent prompts are: 

- ""A temperature greater than 100.4 ¬∞F"" (RADx-Tech)
- ""A temperature greater than 100.4¬∞F"" (RADx-DHT)

The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_high_temp` data element is the result of the harmonization of other RADx program data elements: `high_temp` (RADx-Tech); `dht_high_temp` (RADx-DHT)

Note that the meaning of the value `97` is context specific and depends on the subset of permissible value used by a specific study (not all studies presented the full set of permissible values documented here for this data element). Therefore, the meaning of the value `97` in an individual data record MUST be determined by referring to the original data dictionary for the non-harmonized data in that study.
",Symptoms,single,SYMP:0000613,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_other_symp,Other,"The `nih_other_symp` variable records responses to the prompt, or a congruently meaning prompt, ""Other"".  Equivalent prompts are: 

- ""Other"" (RADx-UP)
- ""Other "" (RADx-DHT)

The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_other_symp` data element is the result of the harmonization of other RADx program data elements: `covid_other` (RADx-UP); `dht_other_symp` (RADx-DHT)

Note that the meaning of the value `97` is context specific and depends on the subset of permissible value used by a specific study (not all studies presented the full set of permissible values documented here for this data element). Therefore, the meaning of the value `97` in an individual data record MUST be determined by referring to the original data dictionary for the non-harmonized data in that study.
",Symptoms,single,SYMP:0000462,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_no_sympt,None of the above,"The `nih_no_sympt` variable records responses to the prompt, or a congruently meaning prompt, ""None of the above"".  Equivalent prompts are: 

- ""None of the above"" (RADx-Tech)
- ""None of the above"" (RADx-DHT)

The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_no_sympt` data element is the result of the harmonization of other RADx program data elements: `no_symptoms` (RADx-Tech); `dht_no_symp` (RADx-DHT)

Note that the meaning of the value `97` is context specific and depends on the subset of permissible value used by a specific study (not all studies presented the full set of permissible values documented here for this data element). Therefore, the meaning of the value `97` in an individual data record MUST be determined by referring to the original data dictionary for the non-harmonized data in that study.
",Symptoms,single,,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_wheezing,Wheezing,"The `nih_wheezing` variable records responses to the prompt ""Wheezing"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_wheezing` data element is the result of the harmonization of other RADx program data elements: `dht_wheezing` (RADx-DHT)
",Symptoms,single,SYMP:0000604,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_blue_lips,Bluish lips or face,"The `nih_blue_lips` variable records responses to the prompt ""Bluish lips or face"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_blue_lips` data element is the result of the harmonization of other RADx program data elements: `dht_blue_lips` (RADx-DHT)
",Symptoms,single,SYMP:0000537,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_balance,Loss of balance,"The `nih_balance` variable records responses to the prompt ""Loss of balance"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_balance` data element is the result of the harmonization of other RADx program data elements: `dht_balance` (RADx-DHT)
",Symptoms,single,SYMP:0000318,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_slurred_peech,Slurred speech,"The `nih_slurred_peech` variable records responses to the prompt ""Slurred speech"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_slurred_peech` data element is the result of the harmonization of other RADx program data elements: `dht_slurred_peech` (RADx-DHT)
",Symptoms,single,SYMP:0000342,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_confusion,New confusion,"The `nih_confusion` variable records responses to the prompt ""New confusion"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_confusion` data element is the result of the harmonization of other RADx program data elements: `dht_confusion` (RADx-DHT)
",Symptoms,single,SYMP:0000016,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_neuro_shakes,Unusual shivering or shaking,"The `nih_neuro_shakes` variable records responses to the prompt ""Unusual shivering or shaking"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_neuro_shakes` data element is the result of the harmonization of other RADx program data elements: `dht_neuro_shakes` (RADx-DHT)
",Symptoms,single,SYMP:0000662,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_numb_extremities,Tingling or numbness or swelling of hands and feet,"The `nih_numb_extremities` variable records responses to the prompt ""Tingling or numbness or swelling of hands and feet"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_numb_extremities` data element is the result of the harmonization of other RADx program data elements: `dht_numb_extremities` (RADx-DHT)
",Symptoms,single,SYMP:0000834,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_sweating,Excessive sweating,"The `nih_sweating` variable records responses to the prompt ""Excessive sweating"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_sweating` data element is the result of the harmonization of other RADx program data elements: `dht_sweating` (RADx-DHT)
",Symptoms,single,SYMP:0019152,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_seizures,Seizures,"The `nih_seizures` variable records responses to the prompt ""Seizures"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_seizures` data element is the result of the harmonization of other RADx program data elements: `dht_seizures` (RADx-DHT)
",Symptoms,single,SYMP:0000124,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_rash_toes,Red or purple rash or lesions on toes,"The `nih_rash_toes` variable records responses to the prompt ""Red or purple rash or lesions on toes"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_rash_toes` data element is the result of the harmonization of other RADx program data elements: `dht_rash_toes` (RADx-DHT)
",Symptoms,single,SYMP:0000487,integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_appetite,Change in or loss of appetite,"The `nih_appetite` variable records responses to the prompt ""Change in or loss of appetite"".The values for this variable are integers that come from a list of 5 permissible integer values.

The `nih_appetite` data element is the result of the harmonization of other RADx program data elements: `dht_appetite` (RADx-DHT)
",Symptoms,single,"SYMP:0000309
SYMP:0000245",integer,,,"""0""=[No] |
""1""=[Yes] |
""97""=[Other] |
""98""=[Don’t know] |
""99""=[Prefer not to answer]",,,,
nih_health_status,"Would you say that (your) health in general is excellent, very good, good, fair, or poor?","The `nih_health_status` variable records responses to the prompt, or a congruently meaning prompt, ""Would you say that (your) health in general is excellent, very good, good, fair, or poor?"".  Equivalent prompts are: 

- ""Would you say that (your) health in general is excellent, very good, good, fair or poor?"" (RADx-rad)
- ""Self-report health status"" (RADx-DHT)

The values for this variable are integers that come from a list of 7 permissible integer values.

The `nih_health_status` data element is the result of the harmonization of other RADx program data elements: `self_reported_health_status_assessment` (RADx-UP); `health_status` (RADx-rad); `dht_health_status` (RADx-DHT)
",Health Status,single,,integer,,,"""0""=[Excellent] |
""1""=[Very Good] |
""2""=[Good] |
""3""=[Fair] |
""4""=[Poor] |
""98""=[Don't know] |
""99""=[Prefer not to state]",,,,
nih_height,What is your height in inches?,"The `nih_height` variable records responses to the prompt, or a congruently meaning prompt, ""What is your height in inches?"".  Equivalent prompts are: 

- ""Feet"" (RADx-UP), - ""Inches"" (RADx-UP), - ""Meters"" (RADx-UP), - ""Centimeters"" (RADx-UP)
- ""Height Feet"" (RADx-rad), - ""Height Inches"" (RADx-rad)
- ""What is your height in inches?"" (RADx-DHT)

The values for this variable are integers.

The `nih_height` data element is the result of the harmonization of other RADx program data elements: `self_reported_height_feet`, `self_reported_height_inches`, `self_reported_height_meters`, `self_reported_height_centimeters` (RADx-UP); `height_feet`, `height_inches` (RADx-rad); `dht_height` (RADx-DHT)
",Health Status,single,PATO:0000119,integer,,inch,,,,,
nih_weight,What is your weight in pounds?,"The `nih_weight` variable records responses to the prompt, or a congruently meaning prompt, ""What is your weight in pounds?"".  Equivalent prompts are: 

- ""How much do you weigh without clothes or shoes? If you are currently pregnant, how much did you weigh before your pregnancy?"" (RADx-UP), - ""How much do you weigh without clothes or shoes? If you are currently pregnant, how much did you weigh before your pregnancy?"" (RADx-UP)
- ""What is your weight? (Weight in pounds)"" (RADx-rad)
- ""What is your weight in pounds?"" (RADx-DHT)

The values for this variable are integers.

The `nih_weight` data element is the result of the harmonization of other RADx program data elements: `self_reported_weight_kgs`, `self_reported_weight_lbs` (RADx-UP); `weight_lbs` (RADx-rad); `dht_weight` (RADx-DHT)
",Health Status,single,PATO:0000125,integer,,pound,,,,,
nih_height_category,Approximately what is your height?,"The `nih_height_category` variable records responses to the prompt ""Approximately what is your height?"".The values for this variable are integers that come from a list of 3 permissible integer values.

The `nih_height_category` data element is the result of the harmonization of other RADx program data elements: `dht_height_category` (RADx-DHT)
",Health Status,single,PATO:0000119,integer,,,"""1""=[5'1"" - 5'6""] |
""2""=[5'7""-5'11""] |
""3""=[6' and over]",,,,
nih_weight_category,Approximately what is your weight?,"The `nih_weight_category` variable records responses to the prompt ""Approximately what is your weight?"".The values for this variable are integers that come from a list of 3 permissible integer values.

The `nih_weight_category` data element is the result of the harmonization of other RADx program data elements: `dht_weight_category` (RADx-DHT)
",Health Status,single,PATO:0000125,integer,,,"""1""=[100-150] |
""2""=[151-200] |
""3""=[over 200]",,,,
